nom,coordonnees,num_insee,dep
Le Tremblois,Point(5.5775 47.383888888),70505,70100
Trémoins,Point(6.704722222 47.561666666),70506,70400
Trésilley,Point(6.030833333 47.451111111),70507,70190
Tromarey,Point(5.719722222 47.338055555),70509,70150
Vadans (Haute-Saône),Point(5.586944444 47.348055555),70510,70140
Vaite,Point(5.728333333 47.591944444),70511,70180
La Vaivre,Point(6.367222222 47.915),70512,70320
Vaivre-et-Montoille,Point(6.104722222 47.630555555),70513,70000
Valay,Point(5.639166666 47.338333333),70514,70140
Le Val-de-Gouhenans,Point(6.485 47.620277777),70515,70200
Vallerois-le-Bois,Point(6.289166666 47.548611111),70516,70000
Vallerois-Lorioz,Point(6.150555555 47.563888888),70517,70000
Le Val-Saint-Éloi,Point(6.183333333 47.736944444),70518,70160
Vandelans,Point(6.164722222 47.394722222),70519,70190
Vanne (Haute-Saône),Point(5.838888888 47.605),70520,70130
Vantoux-et-Longevelle,Point(5.846388888 47.434166666),70521,70700
Varogne,Point(6.204722222 47.715),70522,70240
Vars (Haute-Saône),Point(5.533333333 47.533888888),70523,70600
Vauchoux,Point(6.026944444 47.662222222),70524,70170
Vauconcourt-Nervezain,Point(5.826666666 47.659722222),70525,70120
Vauvillers (Haute-Saône),Point(6.0975 47.9225),70526,70210
Vaux-le-Moncelot,Point(5.901388888 47.4725),70527,70700
Velesmes-Échevanne,Point(5.701388888 47.419722222),70528,70100
Velet,Point(5.566944444 47.428055555),70529,70100
Vellechevreux-et-Courbenans,Point(6.538611111 47.54),70530,70110
Velleclaire,Point(5.861111111 47.430833333),70531,70700
Vellefaux,Point(6.138333333 47.552777777),70532,70000
Vellefrey-et-Vellefrange,Point(5.83 47.43),70533,70700
Vellefrie,Point(6.220555555 47.705277777),70534,70240
Velleguindry-et-Levrecey,Point(6.098333333 47.558611111),70535,70000
Velle-le-Châtel,Point(6.046944444 47.6),70536,70000
Velleminfroy,Point(6.318055555 47.6625),70537,70240
Vellemoz,Point(5.794444444 47.474166666),70538,70700
Vellexon-Queutrey-et-Vaudey,Point(5.805277777 47.5625),70539,70130
Velloreille-lès-Choye,Point(5.736944444 47.392222222),70540,70700
Velorcey,Point(6.251388888 47.777777777),70541,70300
Venère,Point(5.675 47.360833333),70542,70100
La Vergenne,Point(6.523611111 47.610833333),70544,70200
Venisey,Point(5.994722222 47.831666666),70545,70500
Vereux,Point(5.651388888 47.521111111),70546,70180
Verlans,Point(6.720833333 47.571666666),70547,70400
Vernois-sur-Mance,Point(5.784166666 47.846388888),70548,70500
La Vernotte,Point(5.868055555 47.509444444),70549,70130
Vesoul,Point(6.155277777 47.622222222),70550,70000
Villafans,Point(6.472222222 47.581111111),70552,70110
Villargent,Point(6.485833333 47.541666666),70553,70110
Villars-le-Pautel,Point(5.933888888 47.894722222),70554,70500
La Villedieu-en-Fontenette,Point(6.1975 47.772222222),70555,70160
Villefrancon,Point(5.743888888 47.404722222),70557,70700
La Villeneuve-Bellenoye-et-la-Maize,Point(6.249722222 47.708333333),70558,70240
Villeparois,Point(6.180277777 47.657222222),70559,70000
Villers-Bouton,Point(5.978888888 47.451388888),70560,70190
Villersexel,Point(6.433333333 47.550555555),70561,70110
Villers-la-Ville (Haute-Saône),Point(6.461944444 47.548611111),70562,70110
Villers-le-Sec (Haute-Saône),Point(6.219722222 47.599166666),70563,70000
Villers-lès-Luxeuil,Point(6.286388888 47.771666666),70564,70300
Villers-Pater,Point(6.161944444 47.466944444),70565,70190
Villers-sur-Port,Point(6.075833333 47.714166666),70566,70170
Villers-sur-Saulnot,Point(6.647222222 47.549444444),70567,70400
Villers-Vaudey,Point(5.759166666 47.6725),70568,70120
Vilory,Point(6.231111111 47.724166666),70569,70240
Visoncourt,Point(6.316944444 47.7525),70571,70300
Vitrey-sur-Mance,Point(5.761388888 47.814166666),70572,70500
La Voivre (Haute-Saône),Point(6.5575 47.821111111),70573,70310
Volon,Point(5.727222222 47.623055555),70574,70180
Voray-sur-l'Ognon,Point(6.018055555 47.338888888),70575,70190
Vougécourt,Point(5.993333333 47.942777777),70576,70500
Vouhenans,Point(6.481388888 47.650833333),70577,70200
Vregille,Point(5.891666666 47.319722222),70578,70150
Vyans-le-Val,Point(6.767222222 47.55),70579,70400
Vy-le-Ferroux,Point(5.973888888 47.586388888),70580,70130
Vy-lès-Lure,Point(6.446944444 47.6475),70581,70200
Vy-lès-Rupt,Point(5.896111111 47.64),70582,70120
Vy-lès-Filain,Point(6.196388888 47.512222222),70583,70230
L'Abergement-de-Cuisery,Point(4.96 46.578333333),71001,71290
L'Abergement-Sainte-Colombe,Point(5.006944444 46.7525),71002,71370
Allerey-sur-Saône,Point(4.982777777 46.905833333),71003,71350
Allériot,Point(4.944166666 46.814444444),71004,71380
Aluze,Point(4.686388888 46.848333333),71005,71510
Amanzé,Point(4.241388888 46.331944444),71006,71800
Ameugny,Point(4.678055555 46.525833333),71007,71460
Anglure-sous-Dun,Point(4.360555555 46.2325),71008,71170
Anost,Point(4.099444444 47.0775),71009,71550
Antully,Point(4.411111111 46.903611111),71010,71400
Anzy-le-Duc,Point(4.06 46.32),71011,71110
Artaix,Point(4.011111111 46.245277777),71012,71110
Authumes,Point(5.302777777 46.889722222),71013,71270
Autun,Point(4.298611111 46.951111111),71014,71400
Auxy (Saône-et-Loire),Point(4.402222222 46.949166666),71015,71400
Azé (Saône-et-Loire),Point(4.760555555 46.431944444),71016,71260
Ballore,Point(4.368333333 46.535),71017,71220
Bantanges,Point(5.111944444 46.609444444),71018,71500
Barizey,Point(4.678611111 46.788888888),71019,71640
Barnay,Point(4.338611111 47.087777777),71020,71540
Baron (Saône-et-Loire),Point(4.278611111 46.492777777),71021,71120
Baudemont,Point(4.285277777 46.287222222),71022,71800
Baudrières,Point(5.012777777 46.673888888),71023,71370
Baugy (Saône-et-Loire),Point(4.0275 46.297777777),71024,71110
Beaubery,Point(4.398055555 46.403055555),71025,71220
Beaumont-sur-Grosne,Point(4.859444444 46.664722222),71026,71240
Beaurepaire-en-Bresse,Point(5.387777777 46.668611111),71027,71580
Beauvernois,Point(5.444166666 46.834444444),71028,71270
Bellevesvre,Point(5.364444444 46.841111111),71029,71270
Bergesserin,Point(4.561388888 46.401666666),71030,71250
Berzé-le-Châtel,Point(4.689166666 46.384444444),71031,71960
Berzé-la-Ville,Point(4.704444444 46.363888888),71032,71960
Bey (Saône-et-Loire),Point(4.963611111 46.821111111),71033,71620
Bissey-sous-Cruchaud,Point(4.683888888 46.731666666),71034,71390
Bissy-la-Mâconnaise,Point(4.788611111 46.481111111),71035,71260
Bissy-sous-Uxelles,Point(4.72 46.568611111),71036,71460
Bissy-sur-Fley,Point(4.620277777 46.6625),71037,71460
Les Bizots,Point(4.390277777 46.751388888),71038,71710
Blanot (Saône-et-Loire),Point(4.734722222 46.473333333),71039,71250
Blanzy,Point(4.390277777 46.703888888),71040,71450
Bois-Sainte-Marie,Point(4.355277777 46.329444444),71041,71800
Bonnay (Saône-et-Loire),Point(4.621666666 46.55),71042,71460
Les Bordes (Saône-et-Loire),Point(5.028888888 46.896388888),71043,71350
Bosjean,Point(5.335 46.761388888),71044,71330
Bouhans,Point(5.295277777 46.773055555),71045,71330
La Boulaye,Point(4.128055555 46.746666666),71046,71320
Bourbon-Lancy,Point(3.773333333 46.619444444),71047,71140
Bourg-le-Comte,Point(3.988611111 46.308888888),71048,71110
Bourgvilain,Point(4.631388888 46.369722222),71050,71520
Bouzeron,Point(4.726388888 46.889722222),71051,71150
Boyer (Saône-et-Loire),Point(4.885 46.592222222),71052,71700
Bragny-sur-Saône,Point(5.030833333 46.910833333),71054,71350
Branges,Point(5.174444444 46.645),71056,71500
Bray (Saône-et-Loire),Point(4.715277777 46.505),71057,71250
Bresse-sur-Grosne,Point(4.731944444 46.591944444),71058,71460
Le Breuil (Saône-et-Loire),Point(4.483333333 46.794444444),71059,71670
Briant,Point(4.148611111 46.3),71060,71110
Brienne (Saône-et-Loire),Point(5.021666666 46.556944444),71061,71290
Brion (Saône-et-Loire),Point(4.2275 46.909166666),71062,71190
Broye (Saône-et-Loire),Point(4.29 46.871388888),71063,71190
Bruailles,Point(5.236111111 46.595833333),71064,71500
Buffières,Point(4.538611111 46.43),71065,71250
Burgy,Point(4.831944444 46.463611111),71066,71260
Burnand,Point(4.638055555 46.603055555),71067,71460
Burzy,Point(4.582222222 46.597222222),71068,71460
Bussières (Saône-et-Loire),Point(4.701111111 46.339166666),71069,71960
Buxy,Point(4.696666666 46.711666666),71070,71390
Céron,Point(3.943888888 46.2825),71071,71110
Cersot,Point(4.631388888 46.709444444),71072,71390
Chagny (Saône-et-Loire),Point(4.753333333 46.910555555),71073,71150
Chaintré,Point(4.759166666 46.260555555),71074,71570
Chalmoux,Point(3.848055555 46.598333333),71075,71140
Chalon-sur-Saône,Point(4.853888888 46.781111111),71076,71100
Chambilly,Point(4.013611111 46.279722222),71077,71110
Chamilly (Saône-et-Loire),Point(4.684166666 46.8675),71078,71510
Champagnat (Saône-et-Loire),Point(5.380833333 46.4825),71079,71480
Champagny-sous-Uxelles,Point(4.742777777 46.580277777),71080,71460
Champforgeuil,Point(4.834166666 46.819444444),71081,71530
Champlecy,Point(4.243888888 46.469722222),71082,71120
Chânes,Point(4.754444444 46.251944444),71084,71570
Change (Saône-et-Loire),Point(4.634166666 46.929722222),71085,21340
Changy (Saône-et-Loire),Point(4.252222222 46.402222222),71086,71120
Chapaize,Point(4.737222222 46.557222222),71087,71460
La Chapelle-au-Mans,Point(3.971944444 46.626388888),71088,71130
La Chapelle-de-Bragny,Point(4.766111111 46.633333333),71089,71240
La Chapelle-de-Guinchay,Point(4.754722222 46.210555555),71090,71570
La Chapelle-du-Mont-de-France,Point(4.535833333 46.381944444),71091,71520
La Chapelle-Naude,Point(5.191666666 46.594166666),71092,71500
La Chapelle-Saint-Sauveur (Saône-et-Loire),Point(5.268611111 46.843611111),71093,71310
La Chapelle-sous-Brancion,Point(4.797777777 46.561944444),71094,71700
La Chapelle-sous-Dun,Point(4.293055555 46.26),71095,71800
La Chapelle-sous-Uchon,Point(4.233333333 46.836111111),71096,71190
La Chapelle-Thècle,Point(5.113611111 46.556111111),71097,71470
Charbonnat,Point(4.115 46.788888888),71098,71320
Charbonnières (Saône-et-Loire),Point(4.833333333 46.390833333),71099,71260
Chardonnay (Saône-et-Loire),Point(4.8625 46.509722222),71100,71700
Charette-Varennes,Point(5.198888888 46.914166666),71101,71270
La Charmée,Point(4.794166666 46.719722222),71102,71100
Charmoy (Saône-et-Loire),Point(4.333055555 46.756111111),71103,71710
Charnay-lès-Chalon,Point(5.092777777 46.938611111),71104,71350
Charnay-lès-Mâcon,Point(4.784444444 46.309166666),71105,71850
Charolles,Point(4.275277777 46.434444444),71106,71120
Charrecey,Point(4.666944444 46.838888888),71107,71510
Chasselas,Point(4.719444444 46.276111111),71108,71570
Chassey-le-Camp,Point(4.696388888 46.886944444),71109,71150
Chassigny-sous-Dun,Point(4.294166666 46.238888888),71110,71170
Chassy (Saône-et-Loire),Point(4.112777777 46.5875),71111,71130
Château (Saône-et-Loire),Point(4.601666666 46.427222222),71112,71250
Châteauneuf (Saône-et-Loire),Point(4.254722222 46.2125),71113,71740
Châteaurenaud,Point(5.232121 46.634318),71114,71500
Châtel-Moron,Point(4.646944444 46.793333333),71115,71510
Châtenay (Saône-et-Loire),Point(4.383055555 46.291111111),71116,71800
Châtenoy-en-Bresse,Point(4.913333333 46.791666666),71117,71380
Châtenoy-le-Royal,Point(4.816388888 46.794166666),71118,71880
Chaudenay (Saône-et-Loire),Point(4.7925 46.914722222),71119,71150
Chauffailles,Point(4.34 46.206388888),71120,71170
La Chaux (Saône-et-Loire),Point(5.26 46.828055555),71121,71310
Cheilly-lès-Maranges,Point(4.670833333 46.895555555),71122,71150
Chenay-le-Châtel,Point(3.939444444 46.2275),71123,71340
Chenôves,Point(4.684444444 46.669166666),71124,71390
Chérizet,Point(4.570833333 46.5175),71125,71250
Chevagny-les-Chevrières,Point(4.7725 46.3325),71126,71960
Chevagny-sur-Guye,Point(4.5075 46.538888888),71127,71220
Chiddes (Saône-et-Loire),Point(4.514444444 46.456944444),71128,71220
Chissey-en-Morvan,Point(4.225277777 47.116388888),71129,71540
Chissey-lès-Mâcon,Point(4.741944444 46.525277777),71130,71460
Ciel (Saône-et-Loire),Point(5.042777777 46.882222222),71131,71350
Ciry-le-Noble,Point(4.300555555 46.605277777),71132,71420
La Clayette,Point(4.304722222 46.289722222),71133,71800
Navour-sur-Grosne,Point(4.5813 46.3128),71134,71520
Clessé (Saône-et-Loire),Point(4.815 46.416388888),71135,71260
Clessy,Point(4.086666666 46.557777777),71136,71130
Cluny (Saône-et-Loire),Point(4.659166666 46.434444444),71137,71250
Collonge-en-Charollais,Point(4.531666666 46.640555555),71139,71460
Collonge-la-Madeleine,Point(4.522222222 46.940277777),71140,71360
Colombier-en-Brionnais,Point(4.333888888 46.356111111),71141,71800
La Comelle,Point(4.111944444 46.879444444),71142,71990
Condal,Point(5.281666666 46.460833333),71143,71480
Cordesse,Point(4.342777777 47.038055555),71144,71540
Cormatin,Point(4.686666666 46.545277777),71145,71460
Cortambert (Saône-et-Loire),Point(4.714444444 46.478333333),71146,71250
Cortevaix,Point(4.638888888 46.536388888),71147,71460
Coublanc (Saône-et-Loire),Point(4.273055555 46.173888888),71148,71170
Couches (Saône-et-Loire),Point(4.5725 46.869722222),71149,71490
Crêches-sur-Saône,Point(4.786388888 46.246666666),71150,71680
Créot,Point(4.613055555 46.917777777),71151,71490
Cressy-sur-Somme,Point(3.868055555 46.694722222),71152,71760
Le Creusot,Point(4.440277777 46.800555555),71153,71200
Crissey (Saône-et-Loire),Point(4.8825 46.818333333),71154,71530
Cronat,Point(3.683888888 46.722222222),71155,71140
Cruzille,Point(4.796666666 46.507222222),71156,71260
Cuiseaux,Point(5.387777777 46.494166666),71157,71480
Cuisery,Point(5.001388888 46.558888888),71158,71290
Culles-les-Roches,Point(4.653333333 46.652222222),71159,71460
Curbigny,Point(4.311388888 46.3075),71160,71800
Curdin,Point(3.995833333 46.595),71161,71130
Curgy,Point(4.383611111 46.984722222),71162,71400
Curtil-sous-Buffières,Point(4.525833333 46.401111111),71163,71520
Curtil-sous-Burnand,Point(4.633611111 46.582222222),71164,71460
Cussy-en-Morvan,Point(4.163333333 47.089722222),71165,71550
Cuzy,Point(4.031666666 46.76),71166,71320
Damerey,Point(4.990833333 46.834444444),71167,71620
Dampierre-en-Bresse,Point(5.198611111 46.826944444),71168,71310
Davayé,Point(4.745 46.301111111),71169,71960
Demigny,Point(4.833888888 46.927222222),71170,71150
Dennevy,Point(4.649166666 46.865555555),71171,71510
Dettey,Point(4.182777777 46.763333333),71172,71190
Devrouze,Point(5.158333333 46.762777777),71173,71330
Dezize-lès-Maranges,Point(4.656666666 46.911111111),71174,71150
Diconne,Point(5.134166666 46.773888888),71175,71330
Digoin,Point(3.980555555 46.481944444),71176,71160
Dommartin-lès-Cuiseaux,Point(5.298888888 46.499444444),71177,71480
Dompierre-les-Ormes,Point(4.481666666 46.361388888),71178,71520
Dompierre-sous-Sanvignes,Point(4.225277777 46.651944444),71179,71420
Donzy-le-Pertuis,Point(4.720555555 46.450833333),71181,71250
Dracy-le-Fort,Point(4.760277777 46.798333333),71182,71640
Dracy-lès-Couches,Point(4.576111111 46.888333333),71183,71490
Dracy-Saint-Loup,Point(4.335833333 47.015),71184,71400
Dyo,Point(4.276388888 46.36),71185,71800
Écuelles (Saône-et-Loire),Point(5.060555555 46.944166666),71186,71350
Écuisses,Point(4.514722222 46.759722222),71187,71210
Épertully,Point(4.606944444 46.943611111),71188,71360
Épervans,Point(4.901944444 46.750555555),71189,71380
Épinac,Point(4.513888888 46.991388888),71190,71360
Essertenne,Point(4.545833333 46.811944444),71191,71510
Étang-sur-Arroux,Point(4.189444444 46.866111111),71192,71190
Étrigny,Point(4.803888888 46.590277777),71193,71240
Farges-lès-Chalon,Point(4.806111111 46.833333333),71194,71150
Farges-lès-Mâcon,Point(4.9 46.511944444),71195,71700
Le Fay,Point(5.329444444 46.667777777),71196,71580
Flacey-en-Bresse,Point(5.391111111 46.598055555),71198,71580
Flagy (Saône-et-Loire),Point(4.639166666 46.499444444),71199,71250
Fleury-la-Montagne,Point(4.119722222 46.204166666),71200,71340
Fley,Point(4.640555555 46.669166666),71201,71390
Fontaines (Saône-et-Loire),Point(4.772222222 46.850277777),71202,71150
Fontenay (Saône-et-Loire),Point(4.298055555 46.475277777),71203,71120
Fragnes,Point(4.846111111 46.834166666),71204,71530
Fragnes-La Loyère,Point(4.846944444 46.835),71204,71530
Frangy-en-Bresse,Point(5.335 46.732222222),71205,71330
La Frette (Saône-et-Loire),Point(5.050277777 46.638888888),71206,71440
Fretterans,Point(5.289722222 46.920555555),71207,71270
Frontenard,Point(5.1575 46.912777777),71208,71270
Frontenaud,Point(5.294166666 46.552222222),71209,71580
Fuissé,Point(4.743333333 46.280277777),71210,71960
Génelard,Point(4.236944444 46.581944444),71212,71420
La Genête,Point(5.045 46.551388888),71213,71290
Genouilly (Saône-et-Loire),Point(4.573611111 46.651388888),71214,71460
Gergy,Point(4.946666666 46.876944444),71215,71590
Germagny,Point(4.6025 46.67),71216,71460
Germolles-sur-Grosne,Point(4.59 46.279444444),71217,71520
Gibles,Point(4.378888888 46.324444444),71218,71800
Gigny-sur-Saône,Point(4.946111111 46.661111111),71219,71240
Gilly-sur-Loire,Point(3.778888888 46.538055555),71220,71160
Givry (Saône-et-Loire),Point(4.743055555 46.782222222),71221,71640
Gourdon (Saône-et-Loire),Point(4.447222222 46.640555555),71222,71300
La Grande-Verrière,Point(4.140277777 46.964722222),71223,71990
Grandvaux (Saône-et-Loire),Point(4.263611111 46.510555555),71224,71430
Granges (Saône-et-Loire),Point(4.749444444 46.73),71225,71390
Grevilly,Point(4.817222222 46.514444444),71226,71700
Grury,Point(3.911111111 46.675555555),71227,71760
Guerfand,Point(5.030833333 46.786944444),71228,71620
Les Guerreaux,Point(3.9225 46.534444444),71229,71160
Gueugnon,Point(4.060833333 46.601111111),71230,71130
La Guiche,Point(4.451111111 46.544722222),71231,71220
Hautefond,Point(4.154166666 46.438333333),71232,71600
L'Hôpital-le-Mercier,Point(4.015 46.392222222),71233,71600
Huilly-sur-Seille,Point(5.051944444 46.591944444),71234,71290
Hurigny,Point(4.796111111 46.349444444),71235,71870
Igé (Saône-et-Loire),Point(4.741388888 46.397777777),71236,71960
Igornay,Point(4.378611111 47.045),71237,71540
Iguerande,Point(4.078611111 46.205277777),71238,71340
Issy-l'Évêque,Point(3.973333333 46.707777777),71239,71760
Jalogny,Point(4.630555555 46.418888888),71240,71250
Jambles,Point(4.693611111 46.773888888),71241,71640
Joncy,Point(4.558055555 46.613333333),71242,71460
Joudes,Point(5.358611111 46.467777777),71243,71480
Jouvençon,Point(5.054444444 46.574166666),71244,71290
Jugy,Point(4.865277777 46.607222222),71245,71240
Juif (Saône-et-Loire),Point(5.159722222 46.681944444),71246,71440
Jully-lès-Buxy,Point(4.695555555 46.690277777),71247,71390
Lacrost,Point(4.929166666 46.556111111),71248,71700
Laives (Saône-et-Loire),Point(4.845555555 46.645277777),71249,71240
Laizé,Point(4.806111111 46.395277777),71250,71870
Laizy,Point(4.200555555 46.908055555),71251,71190
Lalheue,Point(4.794444444 46.648333333),71252,71240
Lans (Saône-et-Loire),Point(4.922777777 46.77),71253,71380
Lays-sur-le-Doubs,Point(5.246666666 46.921944444),71254,71270
Lesme,Point(3.715833333 46.651388888),71255,71140
Lessard-en-Bresse,Point(5.093611111 46.740555555),71256,71440
Lessard-le-National,Point(4.841666666 46.861666666),71257,71530
Leynes,Point(4.728333333 46.268888888),71258,71570
Ligny-en-Brionnais,Point(4.189722222 46.2375),71259,71110
Loisy (Saône-et-Loire),Point(5.027777777 46.581666666),71261,71290
Longepierre,Point(5.208611111 46.935555555),71262,71270
Louhans,Point(5.224722222 46.626388888),71263,71500
Lournand,Point(4.650277777 46.455833333),71264,71250
La Loyère,Point(4.828611111 46.843611111),71265,71530
Lucenay-l'Évêque,Point(4.245555555 47.080833333),71266,71540
Lugny (Saône-et-Loire),Point(4.809722222 46.4725),71267,71260
Lugny-lès-Charolles,Point(4.211666666 46.410833333),71268,71120
Lux (Saône-et-Loire),Point(4.846388888 46.754166666),71269,71100
Mâcon,Point(4.831944444 46.306666666),71270,71000
Mailly,Point(4.114444444 46.222222222),71271,71340
Malay (Saône-et-Loire),Point(4.681666666 46.566388888),71272,71460
Maltat,Point(3.817222222 46.681944444),71273,71140
Mancey,Point(4.845277777 46.574444444),71274,71240
Marcigny,Point(4.041388888 46.274722222),71275,71110
Marcilly-la-Gueurce,Point(4.299722222 46.401111111),71276,71120
Marcilly-lès-Buxy,Point(4.587222222 46.713888888),71277,71390
Marigny (Saône-et-Loire),Point(4.459444444 46.678888888),71278,71300
Le Rousset-Marizy,Point(4.408888888 46.568055555),71279,71220
Marly-sous-Issy,Point(3.928333333 46.722222222),71280,71760
Marly-sur-Arroux,Point(4.134166666 46.618611111),71281,71420
Marmagne (Saône-et-Loire),Point(4.358055555 46.8375),71282,71710
Marnay (Saône-et-Loire),Point(4.925833333 46.701666666),71283,71240
Martailly-lès-Brancion,Point(4.802222222 46.531944444),71284,71700
Martigny-le-Comte,Point(4.333055555 46.528888888),71285,71220
Mary (Saône-et-Loire),Point(4.508055555 46.617222222),71286,71300
Massilly,Point(4.671111111 46.49),71287,71250
Matour,Point(4.482777777 46.307222222),71289,71520
Mazille,Point(4.601388888 46.392222222),71290,71250
Melay (Saône-et-Loire),Point(4.016944444 46.213611111),71291,71340
Mellecey,Point(4.728333333 46.810833333),71292,71640
Ménetreuil,Point(5.112222222 46.582777777),71293,71470
Mercurey,Point(4.721666666 46.833333333),71294,71640
Mervans,Point(5.186666666 46.798055555),71295,71310
Messey-sur-Grosne,Point(4.743888888 46.643888888),71296,71390
Mesvres,Point(4.241944444 46.8625),71297,71190
Meulin,Point(4.4825 46.36194444),71298,71520
Milly-Lamartine,Point(4.698888888 46.348888888),71299,71960
Le Miroir (Saône-et-Loire),Point(5.334444444 46.536388888),71300,71480
Mont (Saône-et-Loire),Point(3.83 46.626111111),71301,71140
Montagny-lès-Buxy,Point(4.670277777 46.706388888),71302,71390
Montagny-près-Louhans,Point(5.269722222 46.658611111),71303,71500
Montbellet,Point(4.871944444 46.475277777),71305,71260
Montceau-les-Mines,Point(4.368888888 46.666944444),71306,71300
Montceaux-l'Étoile,Point(4.043611111 46.351666666),71307,71110
Montceaux-Ragny,Point(4.843333333 46.621111111),71308,71240
Montcenis,Point(4.388888888 46.790555555),71309,71710
Montchanin,Point(4.468888888 46.748055555),71310,71210
Montcony,Point(5.293611111 46.699166666),71311,71500
Montcoy,Point(4.997777777 46.800833333),71312,71620
Monthelon (Saône-et-Loire),Point(4.224722222 46.9575),71313,71400
Montjay (Saône-et-Loire),Point(5.31 46.806944444),71314,71310
Mont-lès-Seurre,Point(5.121944444 46.947777777),71315,71270
Montmelard,Point(4.410277777 46.330277777),71316,71520
Montmort,Point(4.091111111 46.736111111),71317,71320
Montpont-en-Bresse,Point(5.164166666 46.557222222),71318,71470
Montret,Point(5.112777777 46.678333333),71319,71440
Mont-Saint-Vincent,Point(4.478055555 46.630555555),71320,71300
Morey,Point(4.601666666 46.800277777),71321,71510
Morlet,Point(4.508611111 46.954444444),71322,71360
Mornay (Saône-et-Loire),Point(4.378333333 46.506388888),71323,71220
Moroges,Point(4.671111111 46.746666666),71324,71390
La Motte-Saint-Jean,Point(3.963888888 46.495),71325,71160
Mouthier-en-Bresse,Point(5.388333333 46.858888888),71326,71270
Mussy-sous-Dun,Point(4.329722222 46.234166666),71327,71170
Nanton,Point(4.816111111 46.619722222),71328,71240
Navilly,Point(5.145 46.936111111),71329,71270
Neuvy-Grandchamp,Point(3.932777777 46.589444444),71330,71130
Nochize,Point(4.173333333 46.395277777),71331,71600
Ormes (Saône-et-Loire),Point(4.964722222 46.633055555),71332,71290
Oslon,Point(4.9225 46.783611111),71333,71380
Oudry,Point(4.156388888 46.575277777),71334,71420
Ouroux-sous-le-Bois-Sainte-Marie,Point(4.310833333 46.359166666),71335,71800
Ouroux-sur-Saône,Point(4.954166666 46.721944444),71336,71370
Oyé,Point(4.191666666 46.324166666),71337,71800
Ozenay,Point(4.841388888 46.541944444),71338,71700
Ozolles,Point(4.350277777 46.381944444),71339,71120
Palinges,Point(4.219722222 46.554166666),71340,71430
Palleau,Point(5.03 46.956388888),71341,71350
Paray-le-Monial,Point(4.119444444 46.451111111),71342,71600
Paris-l'Hôpital,Point(4.635277777 46.914444444),71343,71150
Passy (Saône-et-Loire),Point(4.535 46.541111111),71344,71220
Péronne (Saône-et-Loire),Point(4.809722222 46.438055555),71345,71260
Perrecy-les-Forges,Point(4.214722222 46.614722222),71346,71420
Perreuil,Point(4.568055555 46.818888888),71347,71510
Perrigny-sur-Loire,Point(3.837222222 46.539444444),71348,71160
La Petite-Verrière,Point(4.160277777 47.049166666),71349,71400
Pierreclos,Point(4.6875 46.333611111),71350,71960
Pierre-de-Bresse,Point(5.262222222 46.883888888),71351,71270
Le Planois,Point(5.327222222 46.7875),71352,71330
Plottes,Point(4.872777777 46.531111111),71353,71700
Poisson (Saône-et-Loire),Point(4.128611111 46.385277777),71354,71600
Pontoux,Point(5.109166666 46.924166666),71355,71270
Pouilloux,Point(4.360833333 46.607777777),71356,71230
Pourlans,Point(5.238611111 46.956944444),71357,71270
Pressy-sous-Dondin,Point(4.510833333 46.475),71358,71220
Préty,Point(4.9425 46.543333333),71359,71290
Prissé,Point(4.744722222 46.321388888),71360,71960
Prizy,Point(4.221388888 46.356111111),71361,71800
Pruzilly,Point(4.697777777 46.258888888),71362,71570
Le Puley,Point(4.563611111 46.678333333),71363,71460
La Racineuse,Point(5.156111111 46.832222222),71364,71310
Rancy,Point(5.0925 46.597777777),71365,71290
Ratenelle,Point(5.016111111 46.526944444),71366,71290
Ratte,Point(5.303055555 46.645),71367,71500
Reclesne,Point(4.270277777 47.040833333),71368,71540
Remigny (Saône-et-Loire),Point(4.722777777 46.908333333),71369,71150
Rigny-sur-Arroux,Point(4.027777777 46.532777777),71370,71160
La Roche-Vineuse,Point(4.717777777 46.346944444),71371,71960
Romanèche-Thorins,Point(4.736111111 46.189722222),71372,71570
Romenay,Point(5.067777777 46.502777777),71373,71470
Rosey (Saône-et-Loire),Point(4.705833333 46.746111111),71374,71390
Roussillon-en-Morvan,Point(4.119722222 47.026388888),71376,71550
Royer (Saône-et-Loire),Point(4.824444444 46.555833333),71377,71700
Rully (Saône-et-Loire),Point(4.740277777 46.875277777),71378,71150
Sagy (Saône-et-Loire),Point(5.308888888 46.601388888),71379,71580
Saillenard,Point(5.372222222 46.690833333),71380,71580
Sailly (Saône-et-Loire),Point(4.566388888 46.536111111),71381,71250
Saint-Agnan (Saône-et-Loire),Point(3.88 46.504722222),71382,71160
Saint-Albain,Point(4.876944444 46.428055555),71383,71260
Saint-Ambreuil,Point(4.86 46.691666666),71384,71240
Saint-Amour-Bellevue,Point(4.743333333 46.245),71385,71570
Saint-André-en-Bresse,Point(5.089722222 46.652222222),71386,71440
Saint-André-le-Désert,Point(4.541388888 46.499444444),71387,71220
Saint-Aubin-en-Charollais,Point(4.216111111 46.495555555),71388,71430
Saint-Aubin-sur-Loire,Point(3.744444444 46.569166666),71389,71140
Saint-Berain-sous-Sanvignes,Point(4.295277777 46.706666666),71390,71300
Saint-Bérain-sur-Dheune,Point(4.601944444 46.824166666),71391,71510
Saint-Boil,Point(4.684166666 46.655277777),71392,71390
Saint-Bonnet-de-Cray,Point(4.139444444 46.215),71393,71340
